===============================================================================
EXTENSION NAME : linecount
EXTENSION VERSION : 0.1.7
-------------------------------------------------------------------------------
count time : 2025-03-15 20:04:25
count workspace : f:\CWord\br-cti\client
total files : 2678
total code lines : 1066959
total comment lines : 93917
total blank lines : 67334

.gitignore, code is 5, comment is 16, blank is 2.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric-ca\sdkinternal\pkg\api\serverresponses.go, code is 22, comment is 25, blank is 5.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric-ca\sdkinternal\pkg\util\csp.go, code is 153, comment is 45, blank is 32.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric-ca\sdkinternal\pkg\util\util.go, code is 199, comment is 64, blank is 58.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric-ca\sdkpatch\cryptosuitebridge\cryptosuitebridge.go, code is 57, comment is 21, blank is 21.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric-ca\sdkpatch\keyutil\keys.go, code is 51, comment is 10, blank is 20.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric-ca\sdkpatch\logbridge\logbridge.go, code is 29, comment is 15, blank is 11.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric-ca\sdkpatch\logbridge\syslogwriter.go, code is 21, comment is 16, blank is 8.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\bccsp\aesopts.go, code is 33, comment is 41, blank is 12.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\bccsp\bccsp.go, code is 42, comment is 61, blank is 35.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\bccsp\ecdsaopts.go, code is 19, comment is 27, blank is 7.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\bccsp\factory\sw\swfactory.go, code is 44, comment is 30, blank is 15.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\bccsp\hashopts.go, code is 35, comment is 28, blank is 11.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\bccsp\keystore.go, code is 6, comment is 28, blank is 4.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\bccsp\opts.go, code is 136, comment is 85, blank is 49.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\bccsp\signer\signer.go, code is 38, comment is 28, blank is 17.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\bccsp\sw\aes.go, code is 137, comment is 37, blank is 51.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\bccsp\sw\aeskey.go, code is 28, comment is 28, blank is 12.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\bccsp\sw\conf.go, code is 49, comment is 9, blank is 13.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\bccsp\sw\dummyks.go, code is 17, comment is 27, blank is 9.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\bccsp\sw\ecdsa.go, code is 40, comment is 19, blank is 20.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\bccsp\sw\ecdsakey.go, code is 64, comment is 41, blank is 28.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\bccsp\sw\fileks.go, code is 295, comment is 44, blank is 87.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\bccsp\sw\hash.go, code is 14, comment is 19, blank is 8.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\bccsp\sw\impl.go, code is 227, comment is 63, blank is 54.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\bccsp\sw\inmemoryks.go, code is 40, comment is 14, blank is 18.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\bccsp\sw\internals.go, code is 28, comment is 48, blank is 22.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\bccsp\sw\keyderiv.go, code is 92, comment is 28, blank is 34.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\bccsp\sw\keygen.go, code is 23, comment is 19, blank is 14.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\bccsp\sw\keyimport.go, code is 92, comment is 9, blank is 37.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\bccsp\sw\keys.go, code is 282, comment is 15, blank is 69.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\bccsp\sw\new.go, code is 51, comment is 26, blank is 25.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\bccsp\utils\ecdsa.go, code is 69, comment is 18, blank is 26.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\capabilities\application.go, code is 93, comment is 48, blank is 26.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\capabilities\capabilities.go, code is 30, comment is 15, blank is 10.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\capabilities\channel.go, code is 67, comment is 22, blank is 16.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\capabilities\orderer.go, code is 54, comment is 30, blank is 15.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\channelconfig\acls.go, code is 27, comment is 13, blank is 7.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\channelconfig\api.go, code is 90, comment is 111, blank is 65.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\channelconfig\application.go, code is 49, comment is 17, blank is 17.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\channelconfig\applicationorg.go, code is 46, comment is 14, blank is 16.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\channelconfig\bundle.go, code is 6, comment is 11, blank is 4.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\channelconfig\channel.go, code is 132, comment is 36, blank is 49.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\channelconfig\consortium.go, code is 36, comment is 17, blank is 12.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\channelconfig\consortiums.go, code is 25, comment is 13, blank is 7.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\channelconfig\msp.go, code is 75, comment is 16, blank is 22.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\channelconfig\orderer.go, code is 180, comment is 43, blank is 54.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\channelconfig\organization.go, code is 60, comment is 17, blank is 24.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\channelconfig\standardvalues.go, code is 76, comment is 18, blank is 21.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\channelconfig\util.go, code is 172, comment is 51, blank is 40.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\configtx\configtx.go, code is 11, comment is 16, blank is 7.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\crypto\random.go, code is 17, comment is 23, blank is 10.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\genesis\genesis.go, code is 37, comment is 14, blank is 10.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\metrics\disabled\provider.go, code is 23, comment is 9, blank is 11.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\metrics\internal\namer\namer.go, code is 114, comment is 11, blank is 23.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\metrics\prometheus\provider.go, code is 58, comment is 9, blank is 14.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\metrics\provider.go, code is 47, comment is 103, blank is 24.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\metrics\statsd\goruntime\collector.go, code is 113, comment is 9, blank is 12.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\metrics\statsd\goruntime\metrics.go, code is 32, comment is 10, blank is 5.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\metrics\statsd\provider.go, code is 97, comment is 9, blank is 26.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\policies\implicitmetaparser.go, code is 24, comment is 9, blank is 9.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\policies\policy.go, code is 53, comment is 45, blank is 32.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\policies\util.go, code is 54, comment is 19, blank is 13.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\policydsl\policydsl_builder.go, code is 119, comment is 50, blank is 37.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\policydsl\policyparser.go, code is 237, comment is 63, blank is 57.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\common\util\utils.go, code is 56, comment is 18, blank is 23.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\core\common\ccprovider\ccprovider.go, code is 27, comment is 41, blank is 24.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\core\common\ccprovider\cdspackage.go, code is 10, comment is 29, blank is 10.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\core\ledger\kvledger\txmgmt\rwsetutil\rwset_proto_util.go, code is 208, comment is 42, blank is 32.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\core\middleware\chain.go, code is 21, comment is 13, blank is 8.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\core\middleware\request_id.go, code is 32, comment is 9, blank is 14.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\core\middleware\require_cert.go, code is 23, comment is 11, blank is 6.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\core\operations\metrics.go, code is 26, comment is 9, blank is 10.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\core\operations\system.go, code is 184, comment is 10, blank is 59.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\core\operations\tls.go, code is 38, comment is 9, blank is 11.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\discovery\client\api.go, code is 27, comment is 33, blank is 17.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\discovery\client\client.go, code is 514, comment is 39, blank is 86.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\discovery\client\selection.go, code is 102, comment is 30, blank is 29.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\discovery\client\signer.go, code is 64, comment is 21, blank is 16.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\discovery\protoext\querytype.go, code is 24, comment is 11, blank is 5.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\discovery\protoext\response.go, code is 14, comment is 15, blank is 5.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\gossip\protoext\message.go, code is 122, comment is 34, blank is 34.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\gossip\protoext\signing.go, code is 162, comment is 32, blank is 19.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\gossip\protoext\stringers.go, code is 80, comment is 23, blank is 23.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\msp\cache\cache.go, code is 31, comment is 13, blank is 14.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\msp\cache\second_chance.go, code is 67, comment is 26, blank is 24.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\msp\cert.go, code is 91, comment is 34, blank is 29.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\msp\configbuilder.go, code is 232, comment is 44, blank is 54.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\msp\factory.go, code is 44, comment is 15, blank is 12.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\msp\identities.go, code is 163, comment is 45, blank is 65.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\msp\msp.go, code is 69, comment is 114, blank is 50.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\msp\mspimpl.go, code is 541, comment is 182, blank is 134.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\msp\mspimplsetup.go, code is 483, comment is 77, blank is 114.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\msp\mspimplvalidate.go, code is 216, comment is 79, blank is 60.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\msp\mspmgrimpl.go, code is 63, comment is 26, blank is 23.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\protoutil\blockutils.go, code is 157, comment is 32, blank is 35.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\protoutil\commonutils.go, code is 186, comment is 35, blank is 48.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\protoutil\configtxutils.go, code is 9, comment is 13, blank is 3.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\protoutil\proputils.go, code is 282, comment is 68, blank is 64.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\protoutil\signeddata.go, code is 50, comment is 18, blank is 18.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\protoutil\txutils.go, code is 360, comment is 80, blank is 81.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\protoutil\unmarshalers.go, code is 140, comment is 40, blank is 33.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\sdkinternal\configtxgen\encoder\encoder.go, code is 444, comment is 65, blank is 118.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\sdkinternal\configtxgen\genesisconfig\config.go, code is 84, comment is 54, blank is 26.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\sdkinternal\configtxlator\update\update.go, code is 178, comment is 24, blank is 40.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\sdkinternal\pkg\comm\config.go, code is 90, comment is 70, blank is 18.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\sdkinternal\pkg\identity\identity.go, code is 11, comment is 17, blank is 5.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\sdkinternal\pkg\txflags\validation_flags.go, code is 32, comment is 19, blank is 13.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\sdkpatch\cryptosuitebridge\cryptosuitebridge.go, code is 60, comment is 22, blank is 22.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\sdkpatch\logbridge\httpadmin\spec.go, code is 56, comment is 10, blank is 19.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\internal\github.com\hyperledger\fabric\sdkpatch\logbridge\logbridge.go, code is 31, comment is 15, blank is 9.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\LICENSE, code is 154, comment is 1, blank is 28.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\channel\api.go, code is 105, comment is 32, blank is 32.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\channel\chclient.go, code is 185, comment is 65, blank is 56.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\channel\chclientrun.go, code is 13, comment is 5, blank is 6.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\channel\chclientrun_perf.go, code is 55, comment is 6, blank is 11.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\channel\chclientrun_std.go, code is 9, comment is 6, blank is 6.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\channel\invoke\api.go, code is 54, comment is 24, blank is 15.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\channel\invoke\selectendorsehandler.go, code is 242, comment is 29, blank is 51.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\channel\invoke\signature.go, code is 31, comment is 10, blank is 13.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\channel\invoke\txnhandler.go, code is 216, comment is 32, blank is 63.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\discovery\discoveryfilter.go, code is 30, comment is 9, blank is 10.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\discovery\dynamicdiscovery\chservice.go, code is 109, comment is 17, blank is 38.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\discovery\dynamicdiscovery\chservice_test_env.go, code is 7, comment is 7, blank is 5.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\discovery\dynamicdiscovery\errors.go, code is 22, comment is 10, blank is 11.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\discovery\dynamicdiscovery\localprovider.go, code is 31, comment is 12, blank is 12.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\discovery\dynamicdiscovery\localservice.go, code is 95, comment is 14, blank is 29.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\discovery\dynamicdiscovery\opts.go, code is 55, comment is 9, blank is 15.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\discovery\dynamicdiscovery\service.go, code is 115, comment is 13, blank is 31.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\discovery\greylist\greylist.go, code is 49, comment is 16, blank is 17.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\discovery\staticdiscovery\localprovider.go, code is 35, comment is 12, blank is 16.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\discovery\staticdiscovery\localservice.go, code is 10, comment is 6, blank is 5.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\discovery\staticdiscovery\service.go, code is 29, comment is 9, blank is 11.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\filter\endpoint.go, code is 51, comment is 14, blank is 17.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\random\random.go, code is 13, comment is 6, blank is 7.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\selection\balancer\balancer.go, code is 39, comment is 8, blank is 14.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\selection\dynamicselection\ccpolicyprovider.go, code is 129, comment is 15, blank is 52.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\selection\dynamicselection\dynamicselection.go, code is 143, comment is 15, blank is 41.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\selection\dynamicselection\pgresolver\groups.go, code is 21, comment is 26, blank is 11.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\selection\dynamicselection\pgresolver\groupsimpl.go, code is 371, comment is 22, blank is 65.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\selection\dynamicselection\pgresolver\lbpolicyimpl.go, code is 40, comment is 9, blank is 16.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\selection\dynamicselection\pgresolver\mocks.go, code is 39, comment is 9, blank is 8.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\selection\dynamicselection\pgresolver\pgresolver.go, code is 9, comment is 12, blank is 5.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\selection\dynamicselection\pgresolver\pgresolverimpl.go, code is 219, comment is 13, blank is 55.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\selection\fabricselection\cachekey.go, code is 17, comment is 5, blank is 8.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\selection\fabricselection\fabricselection.go, code is 276, comment is 24, blank is 89.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\selection\fabricselection\opts.go, code is 70, comment is 11, blank is 19.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\selection\fabricselection\selection_test_env.go, code is 7, comment is 7, blank is 4.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\selection\fabricselection\selectionfilter.go, code is 188, comment is 19, blank is 49.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\selection\options\opts.go, code is 87, comment is 23, blank is 29.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\selection\sorter\balancedsorter\balancedsorter.go, code is 12, comment is 6, blank is 8.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\selection\sorter\balancedsorter\opts.go, code is 25, comment is 6, blank is 9.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\selection\sorter\blockheightsorter\blockheightsorter.go, code is 91, comment is 16, blank is 32.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\selection\sorter\blockheightsorter\opts.go, code is 45, comment is 14, blank is 14.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\common\verifier\signature.go, code is 68, comment is 15, blank is 25.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\ledger\ledger.go, code is 286, comment is 77, blank is 103.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\client\ledger\opts.go, code is 85, comment is 27, blank is 28.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\common\errors\multi\multi.go, code is 51, comment is 15, blank is 13.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\common\errors\retry\defaults.go, code is 166, comment is 38, blank is 18.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\common\errors\retry\invoker.go, code is 69, comment is 15, blank is 16.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\common\errors\retry\retry.go, code is 66, comment is 32, blank is 17.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\common\errors\status\codes.go, code is 65, comment is 30, blank is 29.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\common\errors\status\status.go, code is 110, comment is 49, blank is 31.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\common\logging\logger.go, code is 122, comment is 74, blank is 43.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\common\logging\logger_testing_env.go, code is 6, comment is 8, blank is 4.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\common\options\options.go, code is 8, comment is 9, blank is 4.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\common\providers\context\context.go, code is 21, comment is 12, blank is 12.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\common\providers\core\cryptosuite.go, code is 33, comment is 61, blank is 27.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\common\providers\core\kvstore.go, code is 10, comment is 17, blank is 7.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\common\providers\core\provider.go, code is 20, comment is 9, blank is 5.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\common\providers\core\signingmgr.go, code is 4, comment is 6, blank is 2.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\common\providers\fab\channel.go, code is 48, comment is 22, blank is 15.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\common\providers\fab\context.go, code is 21, comment is 9, blank is 8.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\common\providers\fab\eventservice.go, code is 55, comment is 82, blank is 25.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\common\providers\fab\network.go, code is 106, comment is 71, blank is 44.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\common\providers\fab\orderer.go, code is 13, comment is 8, blank is 6.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\common\providers\fab\peer.go, code is 17, comment is 18, blank is 9.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\common\providers\fab\proposer.go, code is 57, comment is 22, blank is 17.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\common\providers\fab\provider.go, code is 89, comment is 49, blank is 25.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\common\providers\fab\sender.go, code is 19, comment is 11, blank is 6.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\common\providers\msp\identity.go, code is 43, comment is 27, blank is 23.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\common\providers\msp\provider.go, code is 58, comment is 14, blank is 12.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\common\providers\msp\store.go, code is 15, comment is 9, blank is 4.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\common\providers\test\mockfab\mockconfig.go, code is 40, comment is 16, blank is 27.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\common\providers\test\mockfab\mockfab.gen.go, code is 251, comment is 53, blank is 53.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\context\context.go, code is 246, comment is 57, blank is 70.
bc-server\vendor\github.com\hyperledger\fabric-sdk-go\pkg\core\config\comm\comm.go, code is 31, comment is 9, blank is 16.
